Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.99194E-1,100,0.963940413,0,0.868217054,0
2.03051E-1,100,0.964601082,0,0.870801034,0
2.06422E-1,100,0.965159,0,0.873385013,0
2.11858E-1,100,0.966022716,0,0.875968992,0
2.13312E-1,100,0.966246383,0,0.878552972,0
2.15421E-1,100,0.966565935,0,0.881136951,0
2.16527E-1,100,0.96673091,0,0.88372093,0
2.16962E-1,100,0.96679542,0,0.88630491,0
2.17966E-1,100,0.966943359,0,0.888888889,0
2.44693E-1,100,0.970447251,0,0.891472868,0
2.48214E-1,100,0.970854337,0,0.894056848,0
2.49838E-1,100,0.971038267,0,0.896640827,0
2.52708E-1,100,0.971357796,0,0.899224806,0
2.64469E-1,100,0.972596625,0,0.901808786,0
2.95526E-1,100,0.975405614,0,0.904392765,0
2.96135E-1,100,0.975454929,0,0.906976744,0
3.05957E-1,100,0.976224174,0,0.909560724,0
3.1694E-1,100,0.977029166,0,0.912144703,0
3.44388E-1,100,0.978821141,0,0.914728682,0
3.47805E-1,100,0.979024862,0,0.917312661,0
3.7005E-1,100,0.980260876,0,0.919896641,0
3.91519E-1,100,0.981323065,0,0.92248062,0
3.95984E-1,100,0.981529763,0,0.925064599,0
3.97984E-1,100,0.981620881,0,0.927648579,0
4.07554E-1,100,0.982044685,0,0.932816537,0
4.08995E-1,100,0.982106806,0,0.935400517,0
4.93621E-1,100,0.985128783,0,0.937984496,0
5.01652E-1,100,0.985363373,0,0.940568475,0
5.74343E-1,100,0.987192124,0,0.943152455,0
5.82569E-1,100,0.987370699,0,0.945736434,0
6.27733E-1,100,0.988268678,0,0.948320413,0
7.14316E-1,100,0.989675971,0,0.950904393,0
7.76054E-1,100,0.990489469,0,0.953488372,0
9.06685E-1,100,0.991848535,0,0.956072351,0
1E0,100,0.992603563,0,0.958656331,0
